name,new-domain,new-check,new-base,old-domain,old-check,old-base,old-uri,new-uri,old-fullurl,new-fullurl,old-fullurl,new-fullurl,old-fullurl,new-fullurl
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,using-golang-templates,cells-flows-manual/scripting-capabilities/using-golang-templates,,,,,,
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,templates-functions,cells-flows-manual/scripting-capabilities/templates-functions,,,,,,
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,anko-pseudo-script,cells-flows-manual/scripting-capabilities/anko-pseudo-script,,,,,,
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,using-javascript,cells-flows-manual/scripting-capabilities/using-javascript,,,,,,
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,live-playground,cells-flows-manual/scripting-capabilities/live-playground,,,,,,
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,scripting-cheatsheet,cells-flows-manual/scripting-capabilities/scripting-cheatsheet,,,,,,
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,creating-renaming-deleting,cells-flows-manual/managing-flows/creating-renaming-and-deleting,,,,,,
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,importexport-json-file,cells-flows-manual/managing-flows/import-export-json-file,,,,,,
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,templates-presets,cells-flows-manual/managing-flows/templates-and-presets,,,,,,
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,flows-versioning,cells-flows-manual/managing-flows/flows-versioning,,,,,,
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,detect-metadata-change,preset-flows/intelligent-file-management/detect-metadata-change,,,,,,
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,move-files-automatically,preset-flows/intelligent-file-management/move-files-automatically,,,,,,
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,personal-files-preset,preset-flows/intelligent-file-management/personal-files-preset,,,,,,
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,backup-personal-files,preset-flows/efficient-system-maintenance/backup-personal-files,,,,,,
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,disable-links-older,preset-flows/efficient-system-maintenance/disable-links-older,,,,,,
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,empty-all-recycles,preset-flows/efficient-system-maintenance/empty-all-recycles,,,,,,
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,purge-activities,preset-flows/efficient-system-maintenance/purge-activities,,,,,,
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,purge-files-activities,preset-flows/efficient-system-maintenance/purge-files-activities,,,,,,
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,purge-users-notifications,preset-flows/efficient-system-maintenance/purge-users-notifications,,,,,,
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,truncate-logs,preset-flows/efficient-system-maintenance/truncate-logs,,,,,,
