name,new-domain,new-check,new-base,old-domain,old-check,old-base,old-uri,new-uri,old-fullurl,new-fullurl,incoming-uri,redirect-uri
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,javascript,actions/scheduler-tools-internals/javascript,,,en/docs/cells-flows/javascript,cells-v4/cellsflows/actions/scheduler-tools-internals/javascript
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,sleep,actions/scheduler-tools-internals/sleep,,,en/docs/cells-flows/sleep,cells-v4/cellsflows/actions/scheduler-tools-internals/sleep
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,http-get,actions/upload-download-to-external-servers/http-get,,,en/docs/cells-flows/http-get,cells-v4/cellsflows/actions/upload-download-to-external-servers/http-get
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,ftp-put,actions/upload-download-to-external-servers/ftp-put,,,en/docs/cells-flows/ftp-put,cells-v4/cellsflows/actions/upload-download-to-external-servers/ftp-put
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,scp-put,actions/upload-download-to-external-servers/scp-put,,,en/docs/cells-flows/scp-put,cells-v4/cellsflows/actions/upload-download-to-external-servers/scp-put
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,webhook,actions/upload-download-to-external-servers/webhook,,,en/docs/cells-flows/webhook,cells-v4/cellsflows/actions/upload-download-to-external-servers/webhook
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,capture-datasource,actions/atomic-commands-and-scripts/capture-datasource,,,en/docs/cells-flows/capture-datasource,cells-v4/cellsflows/actions/atomic-commands-and-scripts/capture-datasource
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,resynchronize,actions/atomic-commands-and-scripts/resynchronize,,,en/docs/cells-flows/resynchronize,cells-v4/cellsflows/actions/atomic-commands-and-scripts/resynchronize
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,grpc-request,actions/atomic-commands-and-scripts/grpc-request,,,en/docs/cells-flows/grpc-request,cells-v4/cellsflows/actions/atomic-commands-and-scripts/grpc-request
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,shell-command,actions/atomic-commands-and-scripts/shell-command,,,en/docs/cells-flows/shell-command,cells-v4/cellsflows/actions/atomic-commands-and-scripts/shell-command
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,docx-replacement,actions/contents-processing/docx-replacement,,,en/docs/cells-flows/docx-replacement,cells-v4/cellsflows/actions/contents-processing/docx-replacement
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,create-thumbs,actions/contents-processing/create-thumbs,,,en/docs/cells-flows/create-thumbs,cells-v4/cellsflows/actions/contents-processing/create-thumbs
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,compute-hash,actions/contents-processing/compute-hash,,,en/docs/cells-flows/compute-hash,cells-v4/cellsflows/actions/contents-processing/compute-hash
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,clamav-scan,actions/contents-processing/clamav-scan,,,en/docs/cells-flows/clamav-scan,cells-v4/cellsflows/actions/contents-processing/clamav-scan
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,cells-convert-tools,actions/contents-processing/cells-convert-tools,,,en/docs/cells-flows/cells-convert-tools,cells-v4/cellsflows/actions/contents-processing/cells-convert-tools
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,gotenberg-pdf-previews,actions/contents-processing/gotenberg-pdf-previews,,,en/docs/cells-flows/gotenberg-pdf-previews,cells-v4/cellsflows/actions/contents-processing/gotenberg-pdf-previews
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,doconv-extractor,actions/contents-processing/doconv-extractor,,,en/docs/cells-flows/doconv-extractor,cells-v4/cellsflows/actions/contents-processing/doconv-extractor
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,markdown-actions,actions/contents-processing/markdown-actions,,,en/docs/cells-flows/markdown-actions,cells-v4/cellsflows/actions/contents-processing/markdown-actions
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,pdf-actions,actions/contents-processing/pdf-actions,,,en/docs/cells-flows/pdf-actions,cells-v4/cellsflows/actions/contents-processing/pdf-actions
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,tika-extractor,actions/contents-processing/tika-extractor,,,en/docs/cells-flows/tika-extractor,cells-v4/cellsflows/actions/contents-processing/tika-extractor
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,clean-thumbs,actions/contents-processing/clean-thumbs,,,en/docs/cells-flows/clean-thumbs,cells-v4/cellsflows/actions/contents-processing/clean-thumbs
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,extract-exif,actions/contents-processing/extract-exif,,,en/docs/cells-flows/extract-exif,cells-v4/cellsflows/actions/contents-processing/extract-exif
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,user-permissions,actions/identity-management/user-permissions,,,en/docs/cells-flows/user-permissions,cells-v4/cellsflows/actions/identity-management/user-permissions
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,set-user-attribute,actions/identity-management/set-user-attribute,,,en/docs/cells-flows/set-user-attribute,cells-v4/cellsflows/actions/identity-management/set-user-attribute
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,remove-users,actions/identity-management/remove-users,,,en/docs/cells-flows/remove-users,cells-v4/cellsflows/actions/identity-management/remove-users
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,workspace-roots,actions/identity-management/workspace-roots,,,en/docs/cells-flows/workspace-roots,cells-v4/cellsflows/actions/identity-management/workspace-roots
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,modify-workspace,actions/identity-management/modify-workspace,,,en/docs/cells-flows/modify-workspace,cells-v4/cellsflows/actions/identity-management/modify-workspace
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,load-create-cell,actions/identity-management/load-or-create-cell,,,en/docs/cells-flows/load-create-cell,cells-v4/cellsflows/actions/identity-management/load-or-create-cell
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,modify-cell,actions/identity-management/modify-cell,,,en/docs/cells-flows/modify-cell,cells-v4/cellsflows/actions/identity-management/modify-cell
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,savedelete-cell,actions/identity-management/save-delete-cell,,,en/docs/cells-flows/savedelete-cell,cells-v4/cellsflows/actions/identity-management/save-delete-cell
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,context-user,actions/identity-management/context-user,,,en/docs/cells-flows/context-user,cells-v4/cellsflows/actions/identity-management/context-user
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,delete-aaaidentitydata,actions/identity-management/delete-identity-data,,,en/docs/cells-flows/delete-aaaidentitydata,cells-v4/cellsflows/actions/identity-management/delete-identity-data
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,create-link,actions/identity-management/create-link,,,en/docs/cells-flows/create-link,cells-v4/cellsflows/actions/identity-management/create-link
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,delete-aaalink,actions/identity-management/delete-link,,,en/docs/cells-flows/delete-aaalink,cells-v4/cellsflows/actions/identity-management/delete-link
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,persist-identity-data,actions/identity-management/persist-identity-data,,,en/docs/cells-flows/persist-identity-data,cells-v4/cellsflows/actions/identity-management/persist-identity-data
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,addremove-user-role,actions/identity-management/add-remove-user-role,https://pydio.com/en/docs/cells-flows/addremove-user-role,,en/docs/cells-flows/addremove-user-role,cells-v4/cellsflows/actions/identity-management/add-remove-user-role
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,send-email,actions/notifications-and-emails/send-email,,,en/docs/cells-flows/send-email,cells-v4/cellsflows/actions/notifications-and-emails/send-email
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,send-notification,actions/notifications-and-emails/send-notification,,,en/docs/cells-flows/send-notification,cells-v4/cellsflows/actions/notifications-and-emails/send-notification
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,email-digest,actions/notifications-and-emails/email-digest,,,en/docs/cells-flows/email-digest,cells-v4/cellsflows/actions/notifications-and-emails/email-digest
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,docstore-query,actions/extract-load-transform/docstore-query,,,en/docs/cells-flows/docstore-query,cells-v4/cellsflows/actions/extract-load-transform/docstore-query
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,data-transformation,actions/extract-load-transform/data-transformation,,,en/docs/cells-flows/data-transformation,cells-v4/cellsflows/actions/extract-load-transform/data-transformation
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,sync-directories,actions/extract-load-transform/sync-directories,,,en/docs/cells-flows/sync-directories,cells-v4/cellsflows/actions/extract-load-transform/sync-directories
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,import-csv,actions/extract-load-transform/import-from-csv,,,en/docs/cells-flows/import-csv,cells-v4/cellsflows/actions/extract-load-transform/import-from-csv
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,load-sql-schema,actions/extract-load-transform/load-sql-schema,,,en/docs/cells-flows/load-sql-schema,cells-v4/cellsflows/actions/extract-load-transform/load-sql-schema
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,flush-sql-schema,actions/extract-load-transform/flush-sql-schema,,,en/docs/cells-flows/flush-sql-schema,cells-v4/cellsflows/actions/extract-load-transform/flush-sql-schema
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,select-sql-data,actions/extract-load-transform/select-sql-data,,,en/docs/cells-flows/select-sql-data,cells-v4/cellsflows/actions/extract-load-transform/select-sql-data
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,modify-sql-data,actions/extract-load-transform/modify-sql-data,,,en/docs/cells-flows/modify-sql-data,cells-v4/cellsflows/actions/extract-load-transform/modify-sql-data
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,prune-tokens,actions/internal-actions/prune-tokens,,,en/docs/cells-flows/prune-tokens,cells-v4/cellsflows/actions/internal-actions/prune-tokens
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,write-file-v1,actions/internal-actions/write-to-file-v1,,,en/docs/cells-flows/write-file-v1,cells-v4/cellsflows/actions/internal-actions/write-to-file-v1
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,read-file-v1,actions/internal-actions/read-from-file-v1,,,en/docs/cells-flows/read-file-v1,cells-v4/cellsflows/actions/internal-actions/read-from-file-v1
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,reset-policies,actions/internal-actions/reset-policies,,,en/docs/cells-flows/reset-policies,cells-v4/cellsflows/actions/internal-actions/reset-policies
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,file-versioning,actions/internal-actions/file-versioning,,,en/docs/cells-flows/file-versioning,cells-v4/cellsflows/actions/internal-actions/file-versioning
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,backup-versions,actions/internal-actions/backup-versions,,,en/docs/cells-flows/backup-versions,cells-v4/cellsflows/actions/internal-actions/backup-versions
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,prune-versions,actions/internal-actions/prune-versions,,,en/docs/cells-flows/prune-versions,cells-v4/cellsflows/actions/internal-actions/prune-versions
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,upgrade-datasource-format,actions/internal-actions/upgrade-datasource-format,,,en/docs/cells-flows/upgrade-datasource-format,cells-v4/cellsflows/actions/internal-actions/upgrade-datasource-format
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,fake-users,actions/internal-actions/fake-users,,,en/docs/cells-flows/fake-users,cells-v4/cellsflows/actions/internal-actions/fake-users
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,sync-directories,actions/internal-actions/sync-directories,,,en/docs/cells-flows/sync-directories,cells-v4/cellsflows/actions/internal-actions/sync-directories
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,global-meta-p8,actions/internal-actions/global-meta-from-p8,,,en/docs/cells-flows/global-meta-p8,cells-v4/cellsflows/actions/internal-actions/global-meta-from-p8
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,legacy-meta-p8,actions/internal-actions/legacy-meta-from-p8,,,en/docs/cells-flows/legacy-meta-p8,cells-v4/cellsflows/actions/internal-actions/legacy-meta-from-p8
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,sync-workspaces,actions/internal-actions/sync-workspaces,,,en/docs/cells-flows/sync-workspaces,cells-v4/cellsflows/actions/internal-actions/sync-workspaces
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,sync-shares,actions/internal-actions/sync-shares,,,en/docs/cells-flows/sync-shares,cells-v4/cellsflows/actions/internal-actions/sync-shares
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,expired-acls-clean,actions/internal-actions/expired-acls-clean-up,,,en/docs/cells-flows/expired-acls-clean,cells-v4/cellsflows/actions/internal-actions/expired-acls-clean-up
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,user-data-clean,actions/internal-actions/user-data-clean-up,,,en/docs/cells-flows/user-data-clean,cells-v4/cellsflows/actions/internal-actions/user-data-clean-up
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,prune-jobs,actions/internal-actions/prune-jobs,,,en/docs/cells-flows/prune-jobs,cells-v4/cellsflows/actions/internal-actions/prune-jobs
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,set-datasource-attribute,actions/internal-actions/set-datasource-attribute,,,en/docs/cells-flows/set-datasource-attribute,cells-v4/cellsflows/actions/internal-actions/set-datasource-attribute
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,datasource-selector,filters-queries/datasource-selector,,,en/docs/cells-flows/datasource-selector,cells-v4/cellsflows/filters-queries/datasource-selector
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,filesfolders-selector,filters-queries/files-folders-selector,,,en/docs/cells-flows/filesfolders-selector,cells-v4/cellsflows/filters-queries/files-folders-selector
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,users-selector,filters-queries/users-selector,,,en/docs/cells-flows/users-selector,cells-v4/cellsflows/filters-queries/users-selector
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,roles-selector,filters-queries/roles-selector,,,en/docs/cells-flows/roles-selector,cells-v4/cellsflows/filters-queries/roles-selector
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,workspaces-selector,filters-queries/workspaces-selector,,,en/docs/cells-flows/workspaces-selector,cells-v4/cellsflows/filters-queries/workspaces-selector
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,acl-selector,filters-queries/acl-selector,,,en/docs/cells-flows/acl-selector,cells-v4/cellsflows/filters-queries/acl-selector
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,task-message-filter,filters-queries/task-message-filter,,,en/docs/cells-flows/task-message-filter,cells-v4/cellsflows/filters-queries/task-message-filter
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,request-metadata-filter,filters-queries/request-metadata-filter,,,en/docs/cells-flows/request-metadata-filter,cells-v4/cellsflows/filters-queries/request-metadata-filter
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,arbitrary-data-selector,filters-queries/arbitrary-data-selector,,,en/docs/cells-flows/arbitrary-data-selector,cells-v4/cellsflows/filters-queries/arbitrary-data-selector
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,job-trigger-filter,filters-queries/job-trigger-filter,,,en/docs/cells-flows/job-trigger-filter,cells-v4/cellsflows/filters-queries/job-trigger-filter
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,cells,template-functions/cells,,,en/docs/cells-flows/cells,cells-v4/cellsflows/template-functions/cells
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,go,template-functions/go,,,en/docs/cells-flows/go,cells-v4/cellsflows/template-functions/go
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,gval,template-functions/gval,,,en/docs/cells-flows/gval,cells-v4/cellsflows/template-functions/gval
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,humanize,template-functions/humanize,,,en/docs/cells-flows/humanize,cells-v4/cellsflows/template-functions/humanize
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,sprig,template-functions/sprig,,,en/docs/cells-flows/sprig,cells-v4/cellsflows/template-functions/sprig
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,main-apis-presentation,introduction/main-apis-presentation,,,en/docs/developer-guide/main-apis-presentation,cells-v4/developer-guide/introduction/main-apis-presentation
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,authentication,introduction/authentication,,,en/docs/developer-guide/authentication,cells-v4/developer-guide/introduction/authentication
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,using-postman,introduction/consumers-examples/using-postman,,,en/docs/developer-guide/using-postman,cells-v4/developer-guide/introduction/consumers-examples/using-postman
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,using-curl,introduction/consumers-examples/using-curl,,,en/docs/developer-guide/using-curl,cells-v4/developer-guide/introduction/consumers-examples/using-curl
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,other-apis,introduction/other-apis,,,en/docs/developer-guide/other-apis,cells-v4/developer-guide/introduction/other-apis
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-client,clients-sdks/cells-client,,,en/docs/developer-guide/cells-client,cells-v4/developer-guide/clients-sdks/cells-client
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-sdk-go,clients-sdks/cells-sdk-for-go,,,en/docs/developer-guide/cells-sdk-go,cells-v4/developer-guide/clients-sdks/cells-sdk-for-go
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-sdk-javascript,clients-sdks/cells-sdk-for-javascript,,,en/docs/developer-guide/cells-sdk-javascript,cells-v4/developer-guide/clients-sdks/cells-sdk-for-javascript
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-sdk-java,clients-sdks/cells-sdk-for-java,,,en/docs/developer-guide/cells-sdk-java,cells-v4/developer-guide/clients-sdks/cells-sdk-for-java
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,post-aaaaclbulkdelete,rest-api/acl-service/post-a-acl-bulk-delete,,,en/docs/developer-guide/post-aaaaclbulkdelete,cells-v4/developer-guide/rest-api/acl-service/post-a-acl-bulk-delete
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,post-aaaacl,rest-api/acl-service/post-a-acl,,,en/docs/developer-guide/post-aaaacl,cells-v4/developer-guide/rest-api/acl-service/post-a-acl
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,put-aaaacl,rest-api/acl-service/put-a-acl,,,en/docs/developer-guide/put-aaaacl,cells-v4/developer-guide/rest-api/acl-service/put-a-acl
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,post-aaaactivitystream,rest-api/activity-service/post-a-activity-stream,,,en/docs/developer-guide/post-aaaactivitystream,cells-v4/developer-guide/rest-api/activity-service/post-a-activity-stream
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,post-aaaactivitysubscribe,rest-api/activity-service/post-a-activity-subscribe,,,en/docs/developer-guide/post-aaaactivitysubscribe,cells-v4/developer-guide/rest-api/activity-service/post-a-activity-subscribe
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,post-aaaactivitysubscriptions,rest-api/activity-service/post-a-activity-subscriptions,,,en/docs/developer-guide/post-aaaactivitysubscriptions,cells-v4/developer-guide/rest-api/activity-service/post-a-activity-subscriptions
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,post-aaatreeadminlist,rest-api/admin-tree-service/post-a-tree-admin-list,,,en/docs/developer-guide/post-aaatreeadminlist,cells-v4/developer-guide/rest-api/admin-tree-service/post-a-tree-admin-list
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,post-aaatreeadminstat,rest-api/admin-tree-service/post-a-tree-admin-stat,,,en/docs/developer-guide/post-aaatreeadminstat,cells-v4/developer-guide/rest-api/admin-tree-service/post-a-tree-admin-stat
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,get-aaaauditdatareports,rest-api/enterprise-audit-service/get-a-audit-data-reports,,,en/docs/developer-guide/get-aaaauditdatareports,cells-v4/developer-guide/rest-api/enterprise-audit-service/get-a-audit-data-reports
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,post-aaaauditdatashares,rest-api/enterprise-audit-service/post-a-audit-data-shares,,,en/docs/developer-guide/post-aaaauditdatashares,cells-v4/developer-guide/rest-api/enterprise-audit-service/post-a-audit-data-shares
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,delete-aaaconfigdatasourcename,rest-api/config-service/delete-a-config-datasource-name,,,en/docs/developer-guide/delete-aaaconfigdatasourcename,cells-v4/developer-guide/rest-api/config-service/delete-a-config-datasource-name
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,get-aaaconfigctl,rest-api/config-service/get-a-config-ctl,,,en/docs/developer-guide/get-aaaconfigctl,cells-v4/developer-guide/rest-api/config-service/get-a-config-ctl
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,get-aaaconfigdatasource,rest-api/config-service/get-a-config-datasource,,,en/docs/developer-guide/get-aaaconfigdatasource,cells-v4/developer-guide/rest-api/config-service/get-a-config-datasource
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,get-aaaconfigdatasourcename,rest-api/config-service/get-a-config-datasource-name,,,en/docs/developer-guide/get-aaaconfigdatasourcename,cells-v4/developer-guide/rest-api/config-service/get-a-config-datasource-name
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,get-aaaconfigdiscoveryformsservicename,rest-api/config-service/get-a-config-discovery-forms-servicename,,,en/docs/developer-guide/get-aaaconfigdiscoveryformsservicename,cells-v4/developer-guide/rest-api/config-service/get-a-config-discovery-forms-servicename
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,get-aaaconfigdiscovery,rest-api/config-service/get-a-config-discovery,,,en/docs/developer-guide/get-aaaconfigdiscovery,cells-v4/developer-guide/rest-api/config-service/get-a-config-discovery
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,get-aaaconfigdiscoveryopenapi,rest-api/config-service/get-a-config-discovery-openapi,,,en/docs/developer-guide/get-aaaconfigdiscoveryopenapi,cells-v4/developer-guide/rest-api/config-service/get-a-config-discovery-openapi
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,get-aaaconfigfullpath,rest-api/config-service/get-a-config-fullpath,,,en/docs/developer-guide/get-aaaconfigfullpath,cells-v4/developer-guide/rest-api/config-service/get-a-config-fullpath
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,get-aaaconfigpeers,rest-api/config-service/get-a-config-peers,,,en/docs/developer-guide/get-aaaconfigpeers,cells-v4/developer-guide/rest-api/config-service/get-a-config-peers
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,get-aaaconfigscheduleractionsactionname,rest-api/config-service/get-a-config-scheduler-actions-actionname,,,en/docs/developer-guide/get-aaaconfigscheduleractionsactionname,cells-v4/developer-guide/rest-api/config-service/get-a-config-scheduler-actions-actionname
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,get-aaaconfigscheduleractions,rest-api/config-service/get-a-config-scheduler-actions,,,en/docs/developer-guide/get-aaaconfigscheduleractions,cells-v4/developer-guide/rest-api/config-service/get-a-config-scheduler-actions
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,get-aaaconfigsitesfilter,rest-api/config-service/get-a-config-sites-filter,,,en/docs/developer-guide/get-aaaconfigsitesfilter,cells-v4/developer-guide/rest-api/config-service/get-a-config-sites-filter
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,get-aaaconfigversioning,rest-api/config-service/get-a-config-versioning,,,en/docs/developer-guide/get-aaaconfigversioning,cells-v4/developer-guide/rest-api/config-service/get-a-config-versioning
